run	bioproject	Gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (depth)	geographic location (elevation)	geographic location (latitude)	geographic location (longitude)	investigation type	project name	sample name	scientific_name	sequencing method	soil environmental package	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev
ERR1877716	PRJEB18701	0.491	WGS	RANDOM	Illumina HiSeq 2500	S081	soil metagenome	ERX1938241	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892612	ERS1581780	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	SAMEA103892612	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	public	S081	2014/2015	Southern_temperate_forests	-	soil	Argentina	0	0	-40.1269	-71.6797	metagenome	18S metabarcoding data of global soil samples	S081	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	977316	490612632	289111924	2018-07-04 10:39:44	251	0	251	0
ERR1877717	PRJEB18701	0.449	WGS	RANDOM	Illumina HiSeq 2500	G2971	soil metagenome	ERX1938242	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892493	ERS1581661	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892493	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	G2971	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	0	0	59.42275	24.6661	metagenome	18S metabarcoding data of global soil samples	G2971	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	895138	449359276	266570133	2018-07-04 10:39:44	251	0	251	0
ERR1877718	PRJEB18701	0.884	WGS	RANDOM	Illumina HiSeq 2500	S056	soil metagenome	ERX1938243	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892600	ERS1581768	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	SAMEA103892600	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	public	S056	2014/2015	Moist_tropical_forests	-	soil	Brazil	0	0	5.435667	-60.08825	metagenome	18S metabarcoding data of global soil samples	S056	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1761037	884040574	520070084	2018-07-04 10:39:44	251	0	251	0
ERR1877719	PRJEB18701	0.514	WGS	RANDOM	Illumina HiSeq 2500	S122	soil metagenome	ERX1938244	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892522	ERS1581690	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892522	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	S122	2014/2015	Temperate_deciduous_forests	-	soil	Italy	0	0	37.90722	14.65722	metagenome	18S metabarcoding data of global soil samples	S122	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1023121	513606742	303210340	2018-07-04 10:39:44	251	0	251	0
ERR1877720	PRJEB18701	0.314	WGS	RANDOM	Illumina HiSeq 2500	S122	soil metagenome	ERX1938245	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892522	ERS1581690	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892522	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	S122	2014/2015	Temperate_deciduous_forests	-	soil	Italy	0	0	37.90722	14.65722	metagenome	18S metabarcoding data of global soil samples	S122	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	625580	314041160	181667449	2018-07-04 10:39:44	251	0	251	0
ERR1877721	PRJEB18701	0.535	WGS	RANDOM	Illumina HiSeq 2500	G2907	soil metagenome	ERX1938246	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892490	ERS1581658	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892490	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	G2907	2014/2015	Moist_tropical_forests	-	soil	Viet Nam	0	0	20.34902	105.59649	metagenome	18S metabarcoding data of global soil samples	G2907	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1066398	535331796	315833124	2018-07-04 10:39:44	251	0	251	0
ERR1877722	PRJEB18701	0.57	WGS	RANDOM	Illumina HiSeq 2500	S193	soil metagenome	ERX1938247	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892551	ERS1581719	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892551	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S193	2014/2015	Savannas	-	soil	Democratic Republic of the Congo	0	0	-11.48405	27.65878	metagenome	18S metabarcoding data of global soil samples	S193	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1134484	569510968	338234102	2018-07-04 10:39:44	251	0	251	0
ERR1877723	PRJEB18701	10.601	WGS	RANDOM	Illumina HiSeq 2500	S120	soil metagenome	ERX1938248	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892520	ERS1581688	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892520	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	S120	2014/2015	Moist_tropical_forests	-	soil	Madagascar	0	0	-24.755	46.85	metagenome	18S metabarcoding data of global soil samples	S120	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	21117397	10600933294	6299227648	2018-07-04 10:39:44	251	0	251	0
ERR1877724	PRJEB18701	0.466	WGS	RANDOM	Illumina HiSeq 2500	S029	soil metagenome	ERX1938249	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892587	ERS1581755	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	SAMEA103892587	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	public	S029	2014/2015	Temperate_deciduous_forests	-	soil	Russia	0	0	42.74177	130.68873	metagenome	18S metabarcoding data of global soil samples	S029	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	928914	466314828	273782429	2018-07-04 10:39:44	251	0	251	0
ERR1877725	PRJEB18701	0.585	WGS	RANDOM	Illumina HiSeq 2500	S186	soil metagenome	ERX1938250	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892547	ERS1581715	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892547	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S186	2014/2015	Southern_temperate_forests	-	soil	Australia	0	0	-43.093	146.65	metagenome	18S metabarcoding data of global soil samples	S186	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1164642	584650284	338361815	2018-07-04 10:39:44	251	0	251	0
ERR1877726	PRJEB18701	0.001	WGS	RANDOM	Illumina HiSeq 2500	S012	soil metagenome	ERX1938251	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892526	ERS1581694	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892526	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S012	2014/2015	Dry_tropical_forests	-	soil	Madagascar	0	0	-24.7787	47.167	metagenome	18S metabarcoding data of global soil samples	S012	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1188	596376	391895	2018-07-04 10:39:44	251	0	251	0
ERR1877727	PRJEB18701	0.553	WGS	RANDOM	Illumina HiSeq 2500	G2840	soil metagenome	ERX1938252	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892486	ERS1581654	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892486	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	G2840	2014/2015	Boreal_forests	-	soil	Finland	0	0	68.06356	24.03387	metagenome	18S metabarcoding data of global soil samples	G2840	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1102327	553368154	325189358	2018-07-04 10:39:44	251	0	251	0
ERR1877728	PRJEB18701	0.472	WGS	RANDOM	Illumina HiSeq 2500	G2758	soil metagenome	ERX1938253	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892477	ERS1581645	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892477	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2758	2014/2015	Moist_tropical_forests	-	soil	Malaysia	0	0	3.71025	101.715	metagenome	18S metabarcoding data of global soil samples	G2758	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	940886	472324772	260530061	2018-07-04 10:39:44	251	0	251	0
ERR1877729	PRJEB18701	0.214	WGS	RANDOM	Illumina HiSeq 2500	G2758	soil metagenome	ERX1938254	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892477	ERS1581645	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892477	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2758	2014/2015	Moist_tropical_forests	-	soil	Malaysia	0	0	3.71025	101.715	metagenome	18S metabarcoding data of global soil samples	G2758	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	427068	214388136	122267167	2018-07-04 10:39:44	251	0	251	0
ERR1877730	PRJEB18701	0.413	WGS	RANDOM	Illumina HiSeq 2500	S204	soil metagenome	ERX1938255	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892558	ERS1581726	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	SAMEA103892558	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	public	S204	2014/2015	Southern_temperate_forests	-	soil	Australia	0	0	-28.2104	153.19188	metagenome	18S metabarcoding data of global soil samples	S204	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	821993	412640486	245774821	2018-07-04 10:39:44	251	0	251	0
